,post_text,followers,friends,favorites,statuses,label
9842,So much for tryna sleep,177,687,3066,8133,1
9843,Nyquil sucks...,177,687,3066,8133,1
9844,"The world funny. Some haters hate you til you make it then be on your dick
Others will hate you on the low n talk shit more when you make it",177,687,3066,8133,1
9845,Holy shit Tony Lippett...,177,687,3066,8133,1
9846,"I can't wait to play football again...
It's not gonna be D1 but it'll be the sport I love so I don't mind anymore",177,687,3066,8133,1
9847,Eargasm,177,687,3066,8133,1
9848,"As per NCAA D2/3, I've only exhausted 2or3 out of 10 semesters to compete in collegiate sports..
Fresh start.
Watch me work.",177,687,3066,8133,1
9849,(Dramatic build up) Goodmorning everyone. I've received some incredible news today that all my true fans and acquaintances can appreciate:,177,687,3066,8133,1
9850,Yeryerrrr,177,687,3066,8133,1
9851,But i like the mind games..I like letting bitches think they can really get a hold of me,177,687,3066,8133,1
9852,Jackass2 nuff said lmaooo,177,687,3066,8133,1
9853,You'll say you love me...and ill end up lyin n sayin I love you too..,177,687,3066,8133,1
9854,"@F00d_nipple lmaooo join the club O_o 
""Oh worddd? Iight cool.....""",177,687,3066,8133,1
9855,@BlissfullySammi no waaaayyyy!!!!,177,687,3066,8133,1
9856,Every bar that I write relates to every wrong that I right: every line personifies feeling darkness in the light,177,687,3066,8133,1
9858,Knowledge is fuckin power!!!! Dont let anyone steal your right to education or tell you or make you feel otherwise,177,687,3066,8133,1
9859,"Funny wat a FB like on a pic does to bitches so they expose tits but a dick ain't in their wishes..
#realshit",177,687,3066,8133,1
9860,"Not a Brady fan but to reference this as the ""very end of his career"" is bullshit..he aint goin out yet..maybe a diff team but he's not done",177,687,3066,8133,1
9861,Fucking south Carolina man...it'd be one thing if I WANTED to change residency but I don't even wanna n yall on some bullshit when i try to,177,687,3066,8133,1
9862,Fucking south Carolina man...it'd be one thing if I WANTED to change residency but I don't even wanna n yall on some bullshit when i try to,177,687,3066,8133,1
9864,High of 78 today...  :),177,687,3066,8133,1
9865,DUDE THIS IS GETTING FUCKING RIDICULOUS....THEY'RE CALLED PASS RUSH LANES.,177,687,3066,8133,1
9866,There we go!!!!,177,687,3066,8133,1
9867,Actually I hate dumb football players. You're in the NFL you shouldn't make mental mistakes...,177,687,3066,8133,1
9868,Hate the fucking NFL sometimes..,177,687,3066,8133,1
9869,Fuck keeping contain..fuck defensive end fundamentals.......,177,687,3066,8133,1
9870,No chill,177,687,3066,8133,1
9871,"Sharing ...

“When I was 15, I was diagnosed with severe depression, and Kendrick got me through it,” Claire,... http://t.co/SQb7JrJFYG",230,533,2683,5475,1
9872,"Sharing ...
Her face maybe familiar on meme's post. #Note2UandMe http://t.co/q72ildHvCl",230,533,2683,5475,1
9873,"As of this last post, last seen in December... possible suicide #BreakTheSilence http://t.co/Fy6m8fuwwx",230,533,2683,5475,1
9874,Don't underestimate #UAE for a job http://t.co/za3Kuu7w3S,230,533,2683,5475,1
9875,Hmmmumpf ... my Thursday night this Fall looks good http://t.co/UZqaMGaEd5,230,533,2683,5475,1
9876,"#MorningMemo 
Despite how open, peaceful and loving you attempt to be , people can only meet you, as deeply as... http://t.co/OeFUJlTQuW",230,533,2683,5475,1
9877,Do you remember your Cotillion? http://t.co/9TlCwHGLGg,230,533,2683,5475,1
9878,What in the world ?¿ — watching Game of Thrones,230,533,2683,5475,1
9879,In DC ... http://t.co/nR7QQM3krK,230,533,2683,5475,1
9880,"MOOD: Cracking up #sippinmycoffee

How do walk up to someone, forget that you dated each other as well as you... http://t.co/AVUMA9842H",230,533,2683,5475,1
9881,Sharing ... http://t.co/iNzhjNF9RE,230,533,2683,5475,1
9882,I love Stephen Curry ! http://t.co/TxOFbYBdrH,230,533,2683,5475,1
9883,Weak ... http://t.co/sl9mGHBZXY,230,533,2683,5475,1
9884,"Sharing ... 

Last week, there was part of the segment on The Daily Drum that I stated bullying starts from adult... http://t.co/11cMrwzsmH",230,533,2683,5475,1
9885,"Taking a break to share this ... 
#StockingUp http://t.co/p25dK7jk3R",230,533,2683,5475,1
9886,“Hair holds so much more energy than most of us are aware of. Some women use it as a security blanket whose... http://t.co/jf971LFAZU,230,533,2683,5475,1
9887,"I salute her 
#DejaVu http://t.co/jcR3jfXoeU",230,533,2683,5475,1
9888,"#MorningMemo

Actively listen to your children. Figure it a communication system that works and by all means... http://t.co/ZMd3wA4tPA",230,533,2683,5475,1
9889,Sharing .... Positivity on #StephCurry http://t.co/vza8HFhd0D,230,533,2683,5475,1
9890,One of the most prevalent views within the African-American community is that we do not intentionally kill... http://t.co/dlGeevmDl3,230,533,2683,5475,1
9891,"Tonight, Discuss the sudden rise in suicide among very young black youths http://t.co/Dj7Y7qFo1z",230,533,2683,5475,1
9892,"Sharing... 
Helping the homeless http://t.co/t8EZupyALl",230,533,2683,5475,1
9893,Tomorrow appearing on The Daily Drum to discuss the rise in suicide w/ black youth. #BlackLivesMatter http://t.co/sGlOZse7we,230,533,2683,5475,1
9894,"Sometimes, it’s a stranger’s simple yet powerful act of kindness that’s enough to restore one’s faith in humanity. http://t.co/XtxMxzqGIN",230,533,2683,5475,1
9895,"I &lt;3 you Cathy Tucker... 

Sharing...

Few events could be more heart-rending (and difficult to imagine) than a... http://t.co/UaoOZmXYkZ",230,533,2683,5475,1
9896,"Sharing ...

I'm not surprised, I'm just frustrated at the Black community for being in denial about it, among a... http://t.co/viWPV2lsQM",230,533,2683,5475,1
9897,I love me sale sale... I purchase this 'cute' dress for $20 from Ann Taylor during offseason. It couldn't wear it... http://t.co/XnjUaEqReM,230,533,2683,5475,1
9898,Currie said he knows all too well the pains of being bullied at school. He said the classroom should be a safe... http://t.co/gXSHRbfql5,230,533,2683,5475,1
9899,Sharing ... http://t.co/hTzG7ZDbHI,230,533,2683,5475,1
9900,Reading Adrian ' tweets' (rants) ... Noone notice ? http://t.co/hc4FrE1XNK,230,533,2683,5475,1
9901,"True Story:

After the Prince's Rally concert, we stop by a diner, I didn't notice however, a man with mental... http://t.co/8qQcsAdvyq",230,533,2683,5475,1
9902,"Sharing ...
Take notes, pediophile have a strong present on Facebook http://t.co/haEyTCzHGW",230,533,2683,5475,1
9903,Do you... #MaverickMonday http://t.co/w0h4vwBNUP,230,533,2683,5475,1
9904,Watch 'Bessie' at 1:15 am this morning #nightowl... I read the morning critics earlier... this was to me a great... http://t.co/OZcKcVu4bH,230,533,2683,5475,1
9905,"#NOH8 Campaign
#antibullying http://t.co/na4MWfdwy6",230,533,2683,5475,1
9906,Notice this motorcycle today ... Polaris Slingshot,230,533,2683,5475,1
9907,#AmericanPharoah — watching Preakness,230,533,2683,5475,1
9908,"Happy Birthday #janetdamitajojackson 
#janetjackson #janet #icon. http://t.co/POmywLEpyw",230,533,2683,5475,1
9909,"Yesterday and today, my #ID has been requested... #ForeverYoung. — feeling thankful at Trader Joe's http://t.co/ukG86qBhls",230,533,2683,5475,1
9910,"I've been out earlier running errands and appts. Pit stop , I haven't had breakfast or lunch ... sound like it's... http://t.co/eFdkgNfHnv",230,533,2683,5475,1
9911,"Sources say the man was trying to make a statement, after numerous claims that our local VA has been letting... http://t.co/qlE6Karwvz",230,533,2683,5475,1
9912,"Welp ! 
Wizards lost but the first sequel #TheHamgover was the best — watching The Hangover",230,533,2683,5475,1
9913,Rest in Peace #BBKing http://t.co/0c6Ku7j8CJ,230,533,2683,5475,1
9914,Rest in Peace #BBKing http://t.co/qaxGXHDTFl,230,533,2683,5475,1
9915,"""There is no health without mental health,"" Binder says, http://t.co/TvziA3j1uy",230,533,2683,5475,1
9916,"Principled, Rational, Social, Wise &amp; Edgy http://t.co/H2EvRoo1FJ",230,533,2683,5475,1
9917,Wouldn't this be a lovely gesture ... http://t.co/ly7ft07i9I,230,533,2683,5475,1
9918,Silence cost much more than speaking up http://t.co/Fo0JzDT8Zn,230,533,2683,5475,1
9919,Life is good ... http://t.co/61GaFhwtFU,230,533,2683,5475,1
9920,‘American SHE DEVIL': Twitter conservatives rage after Michelle Obama talks about racism http://t.co/NnMFgx5jPF,230,533,2683,5475,1
9921,Cure for Lung Cancer ... http://t.co/bNy95W7zoF,230,533,2683,5475,1
9922,"Really now ... FYI for #CannabisUser
#Weak http://t.co/1qTwjF8cgS",230,533,2683,5475,1
9923,"Sharing :
We've been told, quite frequently and repeatedly that the problems in the black community that we've... http://t.co/FRcvtUE2XD",230,533,2683,5475,1
9924,"Highlight of the evening, Prince brought Attorney Marilyn Mosby and her husband on stage. http://t.co/ZbEiAKEDCU",230,533,2683,5475,1
9925,One of my Bucket List is complete http://t.co/Eua2JISSvS,230,533,2683,5475,1
9926,Happy Mother's Day ♡ !,230,533,2683,5475,1
9927,Ohhhh Sonya Lowery ... let's do this. http://t.co/A05srXMdyc,230,533,2683,5475,1
9928,Team #IdrisElba ♡ http://t.co/PBvxAoS9YG,230,533,2683,5475,1
9929,Work with employers with mental health ... http://t.co/QfC5GfWryJ,230,533,2683,5475,1
9930,Beautiful ... #tearingup http://t.co/R0S6TUDZsE,230,533,2683,5475,1
9931,"Shelah Marie sharing her personal story about her battle with depression...
#BrownAndBlackGirls... http://t.co/u0I73GlSME",230,533,2683,5475,1
9932,Sharing ... Breast Cancer Awareness http://t.co/fS9AMrDbBp,230,533,2683,5475,1
9933,"Its just Tuesday but it feels like Thursday evening after watching this foolishness.

Disclaimer: Excuse the... http://t.co/Km0zaCdPfK",230,533,2683,5475,1
9934,Open to see what they did with it ... http://t.co/2hyvSbAu6S,230,533,2683,5475,1
9935,"May is Mental Health Awareness Month. 
#BreakTheSilence http://t.co/9jksWkRVs0",230,533,2683,5475,1
9936,AFFRM Film Festival next month http://t.co/0fFKAAGm0A,230,533,2683,5475,1
9937,"Good to know... 
Note: Use LED light http://t.co/2jLocKrwq6",230,533,2683,5475,1
9938,ENJOY but always BE SAFE! http://t.co/r8wvYvpvll,230,533,2683,5475,1
9939,I'm not going to do this on the treadmill ... http://t.co/w4ol4X2jZY,230,533,2683,5475,1
9940,"| A W A R E N E S S |
About two weeks ago, I was diagnosed with anxiety and depression. It was the… https://t.co/kGRmalw2lQ",78,175,664,1148,1
9941,Character shapes the effectiveness of leadership. #handlettering #artsy #SRTTimothy #Sunday #morning https://t.co/vTFVabcIkF,78,175,664,1148,1
9942,"Pray for your leaders, whether or not you agree with them...and not that YOU would agree with THEM,… https://t.co/T5Qf3Bkdhk",78,175,664,1148,1
9943,@xanabby that was me yesterday. Be strong!! You can get through it! 👊🏻💪🏻,78,175,664,1148,1
9944,Truth. #SheReadsTruth #SRTTimothy Day 2 https://t.co/NlWBFhho88,78,175,664,1148,1
9945,Started a study on 1 + 2 Timothy today. Excited for all of the growth to come. #SheReadsTruth… https://t.co/FqcWRn85MA,78,175,664,1148,1
9946,@LaurenObie indeed. Maybe we need a mini-road trip over the summer sometime. :),78,175,664,1148,1
9947,"Hear ""All the Small Things"" at work. Instantly flashback to ridding with @LaurenObie to KC for the trip to Windy Gap. 😂",78,175,664,1148,1
9948,The worst is the last drop. Than means it's gone. 😩 #pourover #coffee #snobitup #morning #thursday… https://t.co/7LwRHzhJwT,78,175,664,1148,1
9949,So thankful for these sweet friends Jesus put in my life. I get to listen to their lives and expose… https://t.co/EFfdaCFPzg,78,175,664,1148,1
9950,"Mostly, I'm ready for some hammock time with some sweet and wonderful friends.",78,175,664,1148,1
9951,"Great day for a game of quidditch. Looks like #Voldemort I'd crashing the party, though.… https://t.co/LCWMUaBTsA",78,175,664,1148,1
9952,"|| T • R • U • S • T ||
I've had some stuff lately that I've really been wrestling with. I'm very… https://t.co/no5DEgJbh9",78,175,664,1148,1
9953,Coffee and conversations with the sweet and beautiful @amazing_grace12 . Love you to the moon and… https://t.co/2bLO2NP5kT,78,175,664,1148,1
9955,Sometimes you plan to go camping and the weather disagrees. Instead you have a sleepover and make a… https://t.co/aD5YRmQPYw,78,175,664,1148,1
9956,Happy birthday to this beautiful sweet friend of mine. I'm so thankful for my time of working at the… https://t.co/7hS1IyLYDe,78,175,664,1148,1
9957,@MarGar_24 so true!!!,78,175,664,1148,1
9959,@AlyssaHilderman I fail and forgot about our sleepover.,78,175,664,1148,1
9960,"Thursday's recipe for happy? 90s pop, #mountaindew #BajaBlast and chocolate. #dontjudge #almostfriday",78,175,664,1148,1
9961,"Jesus, give me patience and strength today.",78,175,664,1148,1
9962,@AlyssaHilderman read your card again. You can do this!,78,175,664,1148,1
9963,Feels better already knowing what's wrong. Thankful for my community through the past few weeks. You guys rock harder than AC/DC.,78,175,664,1148,1
9964,"Sometimes life surprises you and sends you epic things on terrible days. Thank you, Jesus. #thankful",78,175,664,1148,1
9965,Lab work: normal. I just want an answer.,78,175,664,1148,1
9966,When you're so tired that you can't fall asleep. #obnoxious #needsleep #sotired,78,175,664,1148,1
9969,@jhsiders I mean...they ARE golden. 😂,78,175,664,1148,1
9970,@sethdiehm10 where you at?!,78,175,664,1148,1
9971,Two more days...,78,175,664,1148,1
9972,Today I'm thankful for friends who have hammocking accessories that I don't and are willing to loan… https://t.co/2MCoR1STvp,78,175,664,1148,1
9973,"| Y O U R  S T O R Y |
Have faith in your story, even as it is being written in this very moment. You… https://t.co/FcISObHKoq",78,175,664,1148,1
9978,"Is glad of all people to get coffee with on a rainy spring morning, today it was @kate_rad . Thankful for you, friend. Love you! ☔️☕️❤️",78,175,664,1148,1
9980,"•| L E T T I N G • G O |•
I've held onto a lot for months. Events I couldn't forgive myself for.… https://t.co/xNJxU5u7dS",78,175,664,1148,1
9981,I caved this morning. @ArrowCoffeeCo http://t.co/ZgoIkc68NQ,78,175,664,1148,1
9983,I've got an idea. Let's go get bread. @AlyssaHilderman at her finest. #stillmyfavorite #shessingingrandomthings,78,175,664,1148,1
9984,"@BekBailey only for you, bud! ✌🏻️",78,175,664,1148,1
9985,It has been two days since my last coffee. #CoffeeholicsAnonymous,78,175,664,1148,1
9988,Hope is stronger than fear.,78,175,664,1148,1
9989,Student employee of the year in the copy center goes to the one and only @sethdiehm10 !!!,78,175,664,1148,1
9990,I'm also so thankful that through #WLMHK these two lovely ladies came into my life. And that I could… https://t.co/d92wGu6Kmc,78,175,664,1148,1
9991,"I'm so thankful to have people like @magzzilla and @alyssahilderman not just as fellow leaders, but… https://t.co/ZIv6JiwujL",78,175,664,1148,1
9992,"God is big, guys. Bigger than any problems we have on the earth, whatever they might be.… https://t.co/MsUh67EFmG",78,175,664,1148,1
9993,I'll have everyone know I haven't had coffee yet today and it's almost noon. #justsaying #notaddicted,78,175,664,1148,1
9994,"Just heard one of my roommates say ""like"" at least 6 times one sentence. #seriously #English",78,175,664,1148,1
9996,Can't believe it's been a year. #blastyblast #WLMHK #picstitch https://t.co/obEkDO1RmR,78,175,664,1148,1
9997,"One year ago, a journey began. I never knew the challenges that would come, the friendships that… https://t.co/bfkW3ju4fR",78,175,664,1148,1
9998,I found some new hammocking friends in the park today. Gotta start 'em young. @sarahbgreen… https://t.co/4fICyAGtPQ,78,175,664,1148,1
9999,@xanabby you'll grow to like it. 😂,78,175,664,1148,1
10000,"MY ENEMY'S INVISIBLE , I DON'T KNOW HOW TO FIGHT",123,145,1068,23801,0
10001,im gonna burn my house down into an ugly brack,123,145,1068,23801,0
10002,@HOT_cocoa_____ counterattack,123,145,1068,23801,0
10003,@noob_aspe810 golden.ta-chi,123,145,1068,23801,0
10004,lol or spl or drow,123,145,1068,23801,0
10005,@hure2233 lime39.5648,123,145,1068,23801,0
10008,Why cant i see,123,145,1068,23801,0
10009,ARROW,123,145,1068,23801,0
10010,lux new meta by 1vs1 https://t.co/uEsqEg7Uda,123,145,1068,23801,0
10011,i lvoe them so much i'm gonna cry https://t.co/HxEPjIHh35,235,185,24407,22302,0
10013,HOW DOES KAT DO THSI,235,185,24407,22302,0
10014,@adclaidekanes this .2 scream hurt me even tho that upbeat music made everything seem fun,235,185,24407,22302,0
10015,@adclaidekanes followed closely by the studying scene where she shows him she's using his system ok dont @ ME AT ALL FOR ANY REAOS N,235,185,24407,22302,0
10016,i dont go here anymore but stiles and malias best scene is still the basement scene in s4 thank u goodnight dont @ me at all for any reason,235,185,24407,22302,0
10017,@belIamyscIarkes i don't knwo the editing term for it but THE SPACE PART IM DEAD,235,185,24407,22302,0
10018,AMAZING https://t.co/xwyR9Ma2a4,235,185,24407,22302,0
10019,@adclaidekanes also ive literally never wanted to physically fight someone as much as i want to fight her and that ALMOST HAPPENED tonight,235,185,24407,22302,0
10020,just popping in to say that i got to hurl a cup of water at my step sister and not get in trouble for it and that's Awesome,235,185,24407,22302,0
10021,i dont have time before work to watch the trailer but https://t.co/6q3xyA5ajx,235,185,24407,22302,0
10022,@adclaidekanes THOSE SPOILERS WERE R IGHT ??? MY ASS IS GONE! ITS IN SAPCE !!!,235,185,24407,22302,0
10023,"""he will only let himself be saved if she also saves herself"" https://t.co/y52d64J3Ho",235,185,24407,22302,0
10024,WHAT THE FUVKGKKG https://t.co/Q0jzS5zwh7,235,185,24407,22302,0
10025,so cute :( https://t.co/NpEYxU0rdL,235,185,24407,22302,0
10026,"shows, where i dont have to watch arrow, even after death, disrespect her",235,185,24407,22302,0
10027,god they cant even properly resurrect laurel!! keep her name and her legacy out of ur grubby hands and let katie just do things on the other,235,185,24407,22302,0
10028,who isn't...the black canary...omg...this is literally not hard to understand,235,185,24407,22302,0
10029,"and how can you possibly be ""true to DC universe origins"" if you kill her off then expect somehow (???) to fill her shoes with someone",235,185,24407,22302,0
10030,"no shit it's hard to do a GA show without BC??? if you knew that, why did you kill her off!!!!!",235,185,24407,22302,0
10031,this is...astounding https://t.co/h8VQ4lBSw5,235,185,24407,22302,0
10032,dinah laurel lance is the only black canary!!!! it's not a fucking mantle that can just be handed off to whomever!!… https://t.co/dhY2qyr2VQ,235,185,24407,22302,0
10033,"whose daughter omg...., https://t.co/mWJ1ShXUki",235,185,24407,22302,0
10034,fox tca panels are today and just wanna know if pitch is getting a s2!! just announce it either way @ fox,235,185,24407,22302,0
10036,"@cameronhoodkin u think im kidding...?.,.,..",235,185,24407,22302,0
10039,shut up im returning this idea to you bc i dont Fuck w/ saturn https://t.co/DwU2BaQkty,235,185,24407,22302,0
10040,i love stanning legends!!! https://t.co/JisHEECcmi,235,185,24407,22302,0
10041,wow thanks https://t.co/iyRgHpfche,235,185,24407,22302,0
10042,god vine should've ended before i sa w this https://t.co/a9rJ0QIGnZ,235,185,24407,22302,0
10043,"powerful, ethereal honeys whom the world (and this show/fandom) didnt DESERVE https://t.co/nf3xYtdfS2",235,185,24407,22302,0
10044,@wallswcst go d the cl one kicked my ass even more i love eating GOOD,235,185,24407,22302,0
10046,the best character on this entire fuckign garbage show DO YALL HEAR ME https://t.co/EmnPmnQEWf,235,185,24407,22302,0
10047,AMAZING https://t.co/jCb0Sbh8YW,235,185,24407,22302,0
10048,only posting this one bc i want to post the companion vin e https://t.co/jTJzybhyO6,235,185,24407,22302,0
10049,@lydiamcrtins STOP THIS IS CUT E it makes me feel like it was my birthday too omg :( i love u my Person,235,185,24407,22302,0
10051,@cameronhoodkin all my mutuals will murder me but mayb e probably,235,185,24407,22302,0
10052,starting with the reason . THE REASO N i am a bisexual . thank u https://t.co/GkJT9OKiyJ,235,185,24407,22302,0
10053,not a big fan of threads but let me make one for my favorit e vines hello,235,185,24407,22302,0
10054,hey . what th e fukc https://t.co/m1jH6wChPZ,235,185,24407,22302,0
10055,AMIE @wallswcst PEEP THIS,235,185,24407,22302,0
10056,ohhh WOW WOW https://t.co/wtdSOAzZ1N,235,185,24407,22302,0
10057,whatdoesitmean.mp3 https://t.co/TgW140wduK,235,185,24407,22302,0
10058,@naesheims whatever it is just do it,235,185,24407,22302,0
10059,@cameronhoodkin shy the ufkck up,235,185,24407,22302,0
10060,oh thank god https://t.co/BCTU8Ul5ay,235,185,24407,22302,0
10061,i was also 13 and now i'm 21 oh my go d https://t.co/kx1QQGdKJK,235,185,24407,22302,0
10063,my man!!!! #1 chris of my life!!!! https://t.co/hZBX5FQIAT,235,185,24407,22302,0
10068,"not 2 like,,, glorify politicians and all that i'm really gonna miss the obamas and i wish them the best. thanks for all u guys have done",235,185,24407,22302,0
10072,@lydiamcrtins OK ILL MEET U THERE,235,185,24407,22302,0
10073,@lydiamcrtins im Right HERE,235,185,24407,22302,0
10079,@pondandrory I ALSO SENT U STUFF IN DMS ILY,235,185,24407,22302,0
10081,@iriswestaIIn GOD SO ICONIC,235,185,24407,22302,0
10086,@adclaidekanes *not fairytales just general lore and also 3a/the neverland arc was the best season thank u,235,185,24407,22302,0
10087,IM SCRMEAINGNG peter pan is one of my favorite fairytales and i loved the neverland arc WOW IM HYPED,235,185,24407,22302,0
10088,OH MY GOD WOW https://t.co/PDWpLCceNl,235,185,24407,22302,0
10089,IM HINESTLY SHOOK,235,185,24407,22302,0
10090,@adclaidekanes WODKDJ HER ACTUAL DAD DID TOO FUVKFJ,235,185,24407,22302,0
10091,ed created the stitchers TECH WOOWWOW,235,185,24407,22302,0
10092,KIRSTEN YES,235,185,24407,22302,0
10093,"""i made us some kale, tarragon breakfast smoothies"" agsjdjsh whose man is this",235,185,24407,22302,0
10094,what..in The WORLD jsut happened,235,185,24407,22302,0
10095,this is SO INTENSE,235,185,24407,22302,0
10096,"""whatever you see in there, you're not alone, i'm with you"" ALREADY.... https://t.co/SQNxHGVBEN",235,185,24407,22302,0
10097,"""captains log: stardate 2015"" BYE",235,185,24407,22302,0
10098,@adclaidekanes actually there's not too much i'm jsut not bright lfmaofoos,235,185,24407,22302,0
10099,there's so much science jargon im afraid i'll forget how this process works by the time we actually GET TO IT,235,185,24407,22302,0
10100,oh wow cameron and kirsten are bickering so much i cant wait till they become willing to die for each other,235,185,24407,22302,0
10101,oh it's been 3 lines and i know why maria loves him i see her TYPE shining through,235,185,24407,22302,0
10102,@cameronhoodkin SO SO CUTE,235,185,24407,22302,0
10103,omg shes like busta rhymes spittin out these numbers/times,235,185,24407,22302,0
10104,OHT HATS...NOT HER DAD.....,235,185,24407,22302,0
10105,"""don't i get a phone call""
""to who? everyone you know is either dead or hates you"" https://t.co/r3ayqOwdhk",235,185,24407,22302,0
10106,@cameronhoodkin OH THATS SO CUTE OMG,235,185,24407,22302,0
10107,KIRSTEN DONT GAF ABOUT ANYTHIJF ??? no one no person she's just BLAZING THROUGH I LOVE IT,235,185,24407,22302,0
10108,i hear emmas accent a little it's so cute during the first seasons of shows when australians let their accent slip out,235,185,24407,22302,0
10109,wow she's grilling this dude GOOD,235,185,24407,22302,0
10110,@cameronhoodkin i was truly bamboozled,235,185,24407,22302,0
10111,who is this leaving in this flashback and why does kirsten hate her dad so bad,235,185,24407,22302,0
10112,"""this is about the dishes i left in the sink isn't it"" AGSJSNS",235,185,24407,22302,0
10113,kirsten is so. Pretty and i knew this going in but Wow,235,185,24407,22302,0
10114,A BOMB WNE T OFF ???,235,185,24407,22302,0
10115,WOAH THE STITCHING IS TRIPPY I FEEL LIKE IM GOING IN SLOW MO,235,185,24407,22302,0
10116,what is . happeninf,235,185,24407,22302,0
10117,@adclaidekanes i have Literally 30/100 impulse control points i feel like that fucking text post with the guy cutting off his sleeves,235,185,24407,22302,0
10118,"me: it's 4 am and u shouldn't watch anything but if u gotta, u should catch up on a show ur behind on
also me: https://t.co/dPOOP3O231",235,185,24407,22302,0
10119,@lydiamcrtins I HATE THE SPIDER but I WONT OK,235,185,24407,22302,0
10120,@lydiamcrtins i Hate that picture BUT i love u have a good day tomorrow!!!!,235,185,24407,22302,0
10121,"@cameronhoodkin honestly just never liked her i wish i had been woke enough to have real reasons but,,, her and alison....yikes",235,185,24407,22302,0
10122,@cameronhoodkin aria was always my #5,235,185,24407,22302,0
10123,go d vine is so dead im sad,235,185,24407,22302,0
10124,hello i would die for the lightwood siblings https://t.co/RxjhZYBC8H,235,185,24407,22302,0
10125,@lydiamcrtins i said this earlier thank u i knwo,235,185,24407,22302,0
10126,@lydiamcrtins my name is allie not maria,235,185,24407,22302,0
10127,@lydiamcrtins u mean she loved his ASS in those pants,235,185,24407,22302,0
10129,@lydiamcrtins leave him and his baseball pants ALONE,235,185,24407,22302,0
10131,yall lily is so cute i wish the tmi fandom wasn't annoying as hell,235,185,24407,22302,0
10132,this as well!!!!!! https://t.co/8RiNiV8v8u,235,185,24407,22302,0
10133,still screaming over this!!!!!! https://t.co/5DZInFI91U,235,185,24407,22302,0
10134,@adclaidekanes so are matt and dom actually like they're all so fuckignn funny i love them all,235,185,24407,22302,0
10138,ISAIAH IS SO FUCKKGN FUNNY GOD,235,185,24407,22302,0
10140,@cameronhoodkin idk who i'll like more but LILI....The Purest (tm),235,185,24407,22302,0
10141,@cameronhoodkin idk who i'll like more but LILI....The Purest (tm),235,185,24407,22302,0
10142,@iamamurray u look so radiant and happy!!! ❤,235,185,24407,22302,0
10146,this is what i would do if i were famous thank u for using ur powers for good lili https://t.co/GNcTVMosRq,235,185,24407,22302,0
10147,also why do i have a Thing for australians i'm just now noticing this.....,235,185,24407,22302,0
10148,my lrt god i adore keiynan he's so precious,235,185,24407,22302,0
10150,@lydiamcrtins shut the FUVK UP,235,185,24407,22302,0
10151,let me write this here tho so i can find this later thank u,235,185,24407,22302,0
10152,i Hate yaLL https://t.co/YYGkDFSPFV,235,185,24407,22302,0
10153,@lydiamcrtins thank u i'll keep my eyes open when we watch,235,185,24407,22302,0
10154,@lydiamcrtins what part of lemonade mouth is this,235,185,24407,22302,0
10156,@lydiamcrtins THEO MONROE AND I SAY BET,235,185,24407,22302,0
10157,I FEEL VERY ATTACKED RIGHT NOW https://t.co/kpBSHjWQ5e,235,185,24407,22302,0
10158,@lydiamcrtins he y . watch with me bc i've been wanting to and i love shelley and u,235,185,24407,22302,0
10159,@cameronhoodkin IT JUST...SEEMS LIKE ONE SHED HAVE TBH...,235,185,24407,22302,0
10161,"did u get this meme from kira bc honestly,,,.,.. https://t.co/EjCeDVNXwu",235,185,24407,22302,0
10162,@cameronhoodkin slash kieran/verena thank u,235,185,24407,22302,0
10163,@cameronhoodkin ME TOO also jamie/landon probably,235,185,24407,22302,0
10164,@adclaidekanes at this point there's no actual point to me continuing this but i love madison and i wanted her to have some indirects bye,235,185,24407,22302,0
10165,ok now i'm thinking about when i thought that madison's name was sailormadison bc she really liked water/sailing an… https://t.co/VOeHmi0mcY,235,185,24407,22302,0
10166,@adclaidekanes i also think of laurel/felicity bc of madison's video THANKS A LOT,235,185,24407,22302,0
10167,hell o this is amberle and eretria thank u https://t.co/i5K6YQJRpP,235,185,24407,22302,0
10169,SHE IS THE SUN https://t.co/MLYGF7EkvW,235,185,24407,22302,0
10171,"@lydiamcrtins @cameronhoodkin THE GAG IS,,,,...idk many drake songs so that was lowkey a legit question",235,185,24407,22302,0
10173,@cameronhoodkin @lydiamcrtins ok u took my joke and made it .01% funnier,235,185,24407,22302,0
10174,@cameronhoodkin @lydiamcrtins what drake song is this,235,185,24407,22302,0
10175,@lydiamcrtins i had to do it online too so everyone can KNOW THAT I LVOE U SO MCUCHH,235,185,24407,22302,0
10176,happy 21st birthday to the love of my life @lydiamcrtins!!!! u are ethereal &amp; wonderful &amp; deserve the best in life i hope today is amazing 💜,235,185,24407,22302,0
10177,i fuckign walked into work with my shirt inside out ive been like this for an HOUR GODONFIGHT TODAY IS CANCELLED,235,185,24407,22302,0
10181,HONEY https://t.co/uOgopvOaOA,235,185,24407,22302,0
10184,"wow adelaide as clarke,,,.,,, WOW i was honestly robbed no shade towards eliza",235,185,24407,22302,0
10185,who made this i just wanna fuckign talk!!!!! https://t.co/UD6Is8BH1I,235,185,24407,22302,0
10188,I LOV E MY MAN SO MCUH https://t.co/SJZPvZaTMr,235,185,24407,22302,0
10191,@lydiamcrtins thank u i know,235,185,24407,22302,0
10192,@lydiamcrtins why did u...slide over a bootleg copy then . What Did You Slide Over,235,185,24407,22302,0
